date,staff_id,reason,old_asset_model,old_asset_serial_number,replaced_asset_model,replaced_asset_serial_number,hostname,issue,remarks
2024-08-30,840580333,new joiner,HP Book 2.0 Model,LAP-5748EE6395,HP Book 2.0 Model,LAP-38E03DF2F3,HOST-9090,software,Device not powering on
2024-05-22,264915937,breakfix,JBL Wireless Headset,WH-72CAE4D68D,JBL Wireless Headset,WH-8C3BC0C0DC,HOST-8078,software,User requested replacement
2025-05-13,802595747,breakfix,HP Book 2.0 Model,LAP-6DAAB083AA,HP Book 2.0 Model,LAP-3EB4450BC2,HOST-2496,hardware,User requested replacement
2024-06-02,877920274,breakfix,HP Book 2.0 Model,LAP-88FDF505EC,HP Book 2.0 Model,LAP-3E7382B1EA,HOST-5415,hardware,Performance issue
2024-09-30,524410834,new joiner,Dell Laptop X12 Model,LAP-2CAF644A8A,Dell Laptop X12 Model,LAP-A9C88684BC,HOST-8245,software,Performance issue
2024-06-04,142683817,transfer,Dell Laptop X12 Model,LAP-04CBC5BEC0,Dell Laptop X12 Model,LAP-3CB72F606C,HOST-9056,hardware,OS corruption
2025-02-02,692609167,transfer,HP Book 2.0 Model,LAP-25DBBA1C8E,HP Book 2.0 Model,LAP-23602BB951,HOST-6460,software,Device not powering on
2025-08-13,681079105,transfer,Dell Laptop X12 Model,LAP-548CC74EC7,Dell Laptop X12 Model,LAP-88F9DFE91A,HOST-7744,software,Physical damage
2024-03-17,254905897,transfer,Wireless Headset Cushion,WH-8F8065210D,Wireless Headset Cushion,WH-3F66C166AF,HOST-1601,software,Device not powering on
2025-03-08,834518883,transfer,HP Book 2.0 Model,LAP-AF74399C29,HP Book 2.0 Model,LAP-FC868E4694,HOST-6296,hardware,OS corruption
2024-08-16,280793819,breakfix,HP Book 2.0 Model,LAP-557DD962CF,HP Book 2.0 Model,LAP-0A20689363,HOST-9889,software,OS corruption
2025-11-30,826991279,breakfix,MacBook M2 Model,LAP-E2B7937094,MacBook M2 Model,LAP-62D65DA127,HOST-9494,software,User requested replacement
2024-09-01,873695765,new joiner,Dell Laptop X12 Model,LAP-2F001787A0,Dell Laptop X12 Model,LAP-3A5807B5EA,HOST-8242,hardware,Performance issue
2025-04-26,853374076,new joiner,HP Book 2.0 Model,LAP-61F7B41EE5,HP Book 2.0 Model,LAP-6133923457,HOST-3146,software,OS corruption
2024-02-09,165946817,transfer,JBL Wireless Headset,WH-A2D515DBC6,JBL Wireless Headset,WH-84A3591416,HOST-2989,hardware,User requested replacement
2025-05-24,909165341,new joiner,JBL Wireless Headset,WH-401FBB8259,JBL Wireless Headset,WH-E3A98BEE42,HOST-3594,software,User requested replacement
2026-01-10,339356496,new joiner,HP Book 2.0 Model,LAP-222983AD2B,HP Book 2.0 Model,LAP-84E03B9CB9,HOST-7684,hardware,Performance issue
2025-09-30,411994135,transfer,HP Book 2.0 Model,LAP-75170A78C3,HP Book 2.0 Model,LAP-C680C4C259,HOST-2924,hardware,OS corruption
2025-04-01,402918178,new joiner,Dell Laptop X12 Model,LAP-CE93E73BB8,Dell Laptop X12 Model,LAP-A9A046F383,HOST-5479,software,OS corruption
2024-09-28,369183038,breakfix,Dell Laptop X12 Model,LAP-7BF381FE2B,Dell Laptop X12 Model,LAP-1B250BBF47,HOST-8483,hardware,OS corruption
2025-07-13,655439758,new joiner,Dell Laptop X12 Model,LAP-436956AC2D,Dell Laptop X12 Model,LAP-EDF9DDC89C,HOST-9327,hardware,Device not powering on
2025-04-17,876914430,transfer,Dell Laptop X12 Model,LAP-246B92FD4B,Dell Laptop X12 Model,LAP-2AA651ACCA,HOST-6568,software,Device not powering on
2025-04-10,230833665,new joiner,Wireless Headset Cushion,WH-5B8C437F4B,Wireless Headset Cushion,WH-32BB8DA57B,HOST-5891,software,Performance issue
2024-10-24,376236056,new joiner,Wireless Headset Cushion,WH-52D3B4D1B9,Wireless Headset Cushion,WH-63B3BAE872,HOST-8935,software,Physical damage
2024-07-08,326324885,new joiner,JBL Wireless Headset,WH-7AF1612D83,JBL Wireless Headset,WH-F691E65292,HOST-7180,software,Physical damage
2025-07-15,572309605,new joiner,Wireless Headset Cushion,WH-1C05EBD5FB,Wireless Headset Cushion,WH-B648A79560,HOST-4912,software,Performance issue
2024-11-30,565492204,breakfix,HP Book 2.0 Model,LAP-D71B8898F6,HP Book 2.0 Model,LAP-467F9D81B0,HOST-6213,software,OS corruption
2024-12-25,409350265,new joiner,HP Book 2.0 Model,LAP-7DF5EBFB8E,HP Book 2.0 Model,LAP-4A69F4DF21,HOST-3492,software,Device not powering on
2025-09-17,895890631,new joiner,HP Book 2.0 Model,LAP-4F27396A51,HP Book 2.0 Model,LAP-2FA6242B17,HOST-6439,hardware,OS corruption
2025-10-14,560755939,new joiner,HP Book 2.0 Model,LAP-60E46C8140,HP Book 2.0 Model,LAP-0BF78B1D58,HOST-8486,hardware,Performance issue
2024-12-01,826600539,new joiner,Wireless Headset Cushion,WH-1871A1884B,Wireless Headset Cushion,WH-81EB1B32B9,HOST-3529,hardware,OS corruption
2025-04-28,214556759,transfer,HP Book 2.0 Model,LAP-59FBBC2EB8,HP Book 2.0 Model,LAP-A76A35F66F,HOST-7512,hardware,Physical damage
2024-03-05,483298103,new joiner,Dell Laptop X12 Model,LAP-A1A3B48BAD,Dell Laptop X12 Model,LAP-A6ED35F9C1,HOST-7226,software,OS corruption
2024-07-19,773496394,breakfix,Dell Laptop X12 Model,LAP-F424231DF5,Dell Laptop X12 Model,LAP-AC3D21A589,HOST-2121,hardware,Physical damage
2025-06-06,920916739,new joiner,HP Book 2.0 Model,LAP-3A9E023A2B,HP Book 2.0 Model,LAP-DF76F780DD,HOST-2480,software,Device not powering on
2024-04-16,689015467,new joiner,HP Book 2.0 Model,LAP-EADCEB26D7,HP Book 2.0 Model,LAP-5984B7D7D4,HOST-2646,software,Performance issue
2024-02-14,932111777,transfer,HP Book 2.0 Model,LAP-134242D8B3,HP Book 2.0 Model,LAP-85889D7C95,HOST-1474,hardware,Physical damage
2025-11-28,501176618,transfer,Dell Laptop X12 Model,LAP-E68C304957,Dell Laptop X12 Model,LAP-C97E59B1B7,HOST-6873,software,OS corruption
2025-08-28,659425442,breakfix,HP Book 2.0 Model,LAP-A6048E725F,HP Book 2.0 Model,LAP-0A41A9ACB0,HOST-9702,software,User requested replacement
2024-02-26,312406764,breakfix,HP Book 2.0 Model,LAP-802651D2C0,HP Book 2.0 Model,LAP-D417B7BDDE,HOST-3785,hardware,Device not powering on
2024-05-10,617857180,transfer,JBL Wireless Headset,WH-3CD5E010C9,JBL Wireless Headset,WH-4F7D109C43,HOST-4945,software,User requested replacement
2025-08-31,943297186,breakfix,HP Book 2.0 Model,LAP-8988D1D15D,HP Book 2.0 Model,LAP-180A9AA944,HOST-8555,software,OS corruption
2025-05-08,288751681,new joiner,Dell Laptop X12 Model,LAP-834FD06678,Dell Laptop X12 Model,LAP-70435EEEAE,HOST-1153,software,Physical damage
2024-03-02,262787284,new joiner,HP Book 2.0 Model,LAP-055E6BB180,HP Book 2.0 Model,LAP-C3C49C49EE,HOST-3588,hardware,OS corruption
2025-02-05,984076542,new joiner,HP Book 2.0 Model,LAP-2EED163AC2,HP Book 2.0 Model,LAP-C3CE186F07,HOST-5901,software,Physical damage
2024-10-14,975293837,transfer,Wireless Headset Cushion,WH-50B7BB5230,Wireless Headset Cushion,WH-0A5EAE9120,HOST-4263,software,OS corruption
2025-10-07,874597473,breakfix,HP Book 2.0 Model,LAP-5140D0C8B1,HP Book 2.0 Model,LAP-72C8BA3310,HOST-7248,software,User requested replacement
2025-03-28,875340444,new joiner,JBL Wireless Headset,WH-23FD281C85,JBL Wireless Headset,WH-0BC92ACD9B,HOST-5837,hardware,OS corruption
2025-04-18,993027458,breakfix,HP Book 2.0 Model,LAP-7808CF9789,HP Book 2.0 Model,LAP-2A5D201A02,HOST-1803,software,Physical damage
2025-06-03,125673445,new joiner,Dell Laptop X12 Model,LAP-86B8F60B7C,Dell Laptop X12 Model,LAP-97C043102D,HOST-6772,hardware,Performance issue
2024-04-29,979947812,transfer,JBL Wireless Headset,WH-F05546C4EF,JBL Wireless Headset,WH-337B66A8EC,HOST-3240,hardware,Device not powering on
2025-03-14,209980341,transfer,HP Book 2.0 Model,LAP-525111F563,HP Book 2.0 Model,LAP-9983FD70E0,HOST-1546,software,Performance issue
2025-10-24,645119047,transfer,Dell Laptop X12 Model,LAP-01DA4B8DDE,Dell Laptop X12 Model,LAP-31BD3C249D,HOST-6352,software,Performance issue
2025-07-03,875718152,breakfix,Wireless Headset Cushion,WH-6CECB10321,Wireless Headset Cushion,WH-48091CCBCB,HOST-9837,software,User requested replacement
2024-08-29,500346767,transfer,JBL Wireless Headset,WH-D6ADBFDB88,JBL Wireless Headset,WH-50E9F803F4,HOST-3695,software,OS corruption
2025-03-28,110440194,new joiner,Wireless Headset Cushion,WH-F61F8B0983,Wireless Headset Cushion,WH-A1FCCA10AB,HOST-6549,hardware,OS corruption
2025-11-08,821283444,breakfix,JBL Wireless Headset,WH-9D8742AAC4,JBL Wireless Headset,WH-8B91328B66,HOST-4696,software,User requested replacement
2025-01-15,322203053,breakfix,HP Book 2.0 Model,LAP-521C64DD51,HP Book 2.0 Model,LAP-4A40F08DEA,HOST-7464,hardware,Physical damage
2024-07-24,998386592,breakfix,HP Book 2.0 Model,LAP-1449D94083,HP Book 2.0 Model,LAP-2B5D4594CB,HOST-8451,software,Physical damage
2024-06-05,269379374,transfer,Wireless Headset Cushion,WH-FEFFE1956B,Wireless Headset Cushion,WH-879A42FD5A,HOST-7086,hardware,Performance issue
2024-09-29,774922644,breakfix,Dell Laptop X12 Model,LAP-6768160536,Dell Laptop X12 Model,LAP-3F65260768,HOST-6374,hardware,Device not powering on
2024-04-14,978731508,transfer,JBL Wireless Headset,WH-8612F517E7,JBL Wireless Headset,WH-5701694509,HOST-5951,software,Device not powering on
2025-09-03,273011097,breakfix,HP Book 2.0 Model,LAP-6F2F0F7375,HP Book 2.0 Model,LAP-DBEE970C3E,HOST-1609,software,OS corruption
2025-09-28,416130770,breakfix,JBL Wireless Headset,WH-94EF3D7DAB,JBL Wireless Headset,WH-3822352682,HOST-4846,hardware,OS corruption
2024-10-17,753962570,transfer,JBL Wireless Headset,WH-BD723C7F2B,JBL Wireless Headset,WH-180A07DF24,HOST-9850,software,User requested replacement
2025-08-19,119237294,transfer,Dell Laptop X12 Model,LAP-99ED23EDEB,Dell Laptop X12 Model,LAP-E7C625C6BE,HOST-2622,software,User requested replacement
2024-12-03,952923229,transfer,Dell Laptop X12 Model,LAP-4F1DFF06FD,Dell Laptop X12 Model,LAP-D5FA9C6C40,HOST-1536,software,Performance issue
2024-10-27,553456129,transfer,Dell Laptop X12 Model,LAP-469150A3BE,Dell Laptop X12 Model,LAP-96ABCF311B,HOST-4868,software,Device not powering on
2024-02-22,142885885,transfer,HP Book 2.0 Model,LAP-858952FCBE,HP Book 2.0 Model,LAP-FDBC33E52B,HOST-9920,software,Device not powering on
2024-12-13,243247463,transfer,HP Book 2.0 Model,LAP-9CD6FD1F46,HP Book 2.0 Model,LAP-C2B0CB81CE,HOST-4109,hardware,OS corruption
2025-10-23,769003354,new joiner,JBL Wireless Headset,WH-0F4CD6AF60,JBL Wireless Headset,WH-5E4A89E169,HOST-4475,hardware,Device not powering on
2025-02-17,523216102,breakfix,HP Book 2.0 Model,LAP-97559E82E9,HP Book 2.0 Model,LAP-0C505E351F,HOST-3063,hardware,Device not powering on
2024-07-06,700061135,breakfix,Dell Laptop X12 Model,LAP-28AE0B6DF5,Dell Laptop X12 Model,LAP-47D0C92358,HOST-4538,hardware,Physical damage
2025-08-26,437695739,new joiner,JBL Wireless Headset,WH-3E653BD500,JBL Wireless Headset,WH-7D25E81800,HOST-1046,software,Performance issue
2025-09-13,935007826,new joiner,HP Book 2.0 Model,LAP-FAE6E0CDC8,HP Book 2.0 Model,LAP-586D8AD0EC,HOST-5106,hardware,Device not powering on
2024-03-19,704633564,breakfix,Dell Laptop X12 Model,LAP-1AB43DB475,Dell Laptop X12 Model,LAP-47D3848CB4,HOST-3159,hardware,Physical damage
2025-05-26,461178244,new joiner,HP Book 2.0 Model,LAP-D241948645,HP Book 2.0 Model,LAP-762864143E,HOST-6304,hardware,Performance issue
2025-04-28,756298806,breakfix,Dell Laptop X12 Model,LAP-E18D99C305,Dell Laptop X12 Model,LAP-0371502798,HOST-3076,software,User requested replacement
2025-09-30,941250135,new joiner,JBL Wireless Headset,WH-A10F70FA4A,JBL Wireless Headset,WH-12251990C8,HOST-2041,software,OS corruption
2025-01-19,969761986,new joiner,Wireless Headset Cushion,WH-5D13F4C925,Wireless Headset Cushion,WH-D8C0538262,HOST-2786,software,User requested replacement
2025-06-12,259277073,new joiner,Dell Laptop X12 Model,LAP-30D74A79DF,Dell Laptop X12 Model,LAP-2A5F2280D8,HOST-1710,software,OS corruption
2024-04-06,749276419,breakfix,JBL Wireless Headset,WH-080094CF2B,JBL Wireless Headset,WH-B139486044,HOST-1996,software,OS corruption
2024-11-14,650229169,new joiner,HP Book 2.0 Model,LAP-E66951C57A,HP Book 2.0 Model,LAP-FB6110932B,HOST-2768,software,OS corruption
2025-11-10,692975437,breakfix,Wireless Headset Cushion,WH-1DAAD7401F,Wireless Headset Cushion,WH-A2C416ABB8,HOST-6277,hardware,Device not powering on
2025-09-17,492297332,transfer,Dell Laptop X12 Model,LAP-D968B2909F,Dell Laptop X12 Model,LAP-6BEF9AAA71,HOST-9984,software,OS corruption
2024-05-23,856852333,new joiner,HP Book 2.0 Model,LAP-C4231BA338,HP Book 2.0 Model,LAP-AF253767C3,HOST-5831,software,User requested replacement
2024-05-15,731924051,transfer,JBL Wireless Headset,WH-4D33D42B25,JBL Wireless Headset,WH-5DD277BDF9,HOST-2624,hardware,User requested replacement
2025-06-18,117481970,transfer,Dell Laptop X12 Model,LAP-A8541A4AE7,Dell Laptop X12 Model,LAP-6E5EED2D0D,HOST-8398,hardware,OS corruption
2025-02-11,227867365,transfer,Dell Laptop X12 Model,LAP-E01C7E4DA8,Dell Laptop X12 Model,LAP-C5531C0025,HOST-7532,software,Device not powering on
2025-03-10,547704086,transfer,Dell Laptop X12 Model,LAP-0F8874BB53,Dell Laptop X12 Model,LAP-8AFAAAB6A3,HOST-6120,software,Physical damage
2025-08-21,369137895,new joiner,HP Book 2.0 Model,LAP-343794C127,HP Book 2.0 Model,LAP-30377FCCB2,HOST-8770,hardware,Device not powering on
2025-10-29,905611583,breakfix,Dell Laptop X12 Model,LAP-64301276B9,Dell Laptop X12 Model,LAP-5C3E78D315,HOST-8075,hardware,Physical damage
2025-09-13,142800191,new joiner,HP Book 2.0 Model,LAP-6A67DF82B6,HP Book 2.0 Model,LAP-101C28DF02,HOST-1982,software,Device not powering on
2024-11-30,725918919,transfer,HP Book 2.0 Model,LAP-6D3FE96F8B,HP Book 2.0 Model,LAP-B16A8E4B4F,HOST-7929,hardware,Physical damage
2024-05-20,465830215,transfer,HP Book 2.0 Model,LAP-A6D456CC3D,HP Book 2.0 Model,LAP-4787576BDC,HOST-6761,hardware,User requested replacement
2024-08-23,819560168,breakfix,Dell Laptop X12 Model,LAP-50DE5F06DF,Dell Laptop X12 Model,LAP-289F4B4DBC,HOST-3535,software,Performance issue
2025-10-06,453932473,transfer,Dell Laptop X12 Model,LAP-2AA3D31B10,Dell Laptop X12 Model,LAP-469150A3BE,HOST-7022,hardware,Physical damage
2024-06-16,530489781,breakfix,HP Book 2.0 Model,LAP-4CA3792865,HP Book 2.0 Model,LAP-A58DB05709,HOST-8030,hardware,User requested replacement
2024-03-22,407097155,new joiner,HP Book 2.0 Model,LAP-EFBC484A4E,HP Book 2.0 Model,LAP-96261B3DFC,HOST-5381,hardware,Performance issue
2025-04-20,690120616,new joiner,JBL Wireless Headset,WH-E73A479E60,JBL Wireless Headset,WH-47E21E6CC4,HOST-6062,software,Physical damage
2026-01-18,924127682,breakfix,JBL Wireless Headset,WH-AC465CCCD5,JBL Wireless Headset,WH-E38A0397B1,HOST-3347,software,Device not powering on
2025-09-01,741580895,new joiner,JBL Wireless Headset,WH-9B2A82801F,JBL Wireless Headset,WH-6050F06254,HOST-1502,hardware,User requested replacement
2025-06-18,990566476,transfer,Wireless Headset Cushion,WH-E1A702B20A,Wireless Headset Cushion,WH-726BD9C44E,HOST-7878,software,Physical damage
2025-08-16,270118413,transfer,Wireless Headset Cushion,WH-251C55D65D,Wireless Headset Cushion,WH-A901770E09,HOST-6105,software,User requested replacement
2024-05-24,397721596,breakfix,Dell Laptop X12 Model,LAP-2CF5791EA6,Dell Laptop X12 Model,LAP-87779B6473,HOST-1861,hardware,Performance issue
2024-05-02,135509761,breakfix,Wireless Headset Cushion,WH-253DF9F0E2,Wireless Headset Cushion,WH-7F098EB435,HOST-2336,software,OS corruption
2024-03-18,705557720,transfer,Dell Laptop X12 Model,LAP-660C4CA1EB,Dell Laptop X12 Model,LAP-E3C480FD32,HOST-8957,software,OS corruption
2025-04-20,780388507,breakfix,Dell Laptop X12 Model,LAP-BE1C778A7D,Dell Laptop X12 Model,LAP-D34B10509A,HOST-9394,hardware,Physical damage
2024-11-10,968457290,breakfix,Wireless Headset Cushion,WH-3CBEACA192,Wireless Headset Cushion,WH-5A4EE86FDB,HOST-5640,software,User requested replacement
2024-03-12,455709881,transfer,MacBook M2 Model,LAP-9ADC532A47,MacBook M2 Model,LAP-2197E9A2A6,HOST-1744,hardware,OS corruption
2024-05-21,991187981,breakfix,HP Book 2.0 Model,LAP-4EE6FADE8D,HP Book 2.0 Model,LAP-0FB27669E8,HOST-1125,hardware,Physical damage
2025-06-22,966997739,breakfix,HP Book 2.0 Model,LAP-D413C0C809,HP Book 2.0 Model,LAP-689E138695,HOST-5186,software,Physical damage
2025-09-24,570423569,breakfix,Dell Laptop X12 Model,LAP-194CDAD00C,Dell Laptop X12 Model,LAP-4E2C33536A,HOST-9149,software,Performance issue
2025-09-14,135929409,transfer,Dell Laptop X12 Model,LAP-6270A54152,Dell Laptop X12 Model,LAP-D3B585F274,HOST-9725,hardware,User requested replacement
2024-07-01,153839920,new joiner,HP Book 2.0 Model,LAP-D8FFC031CD,HP Book 2.0 Model,LAP-13EF42E72E,HOST-6802,hardware,OS corruption
2025-12-12,738111425,transfer,Wireless Headset Cushion,WH-AD1C5E66DB,Wireless Headset Cushion,WH-AB10C740F1,HOST-1307,software,Device not powering on
2025-03-10,388187517,new joiner,Dell Laptop X12 Model,LAP-672F4462FE,Dell Laptop X12 Model,LAP-FD45DF6999,HOST-8033,software,OS corruption
2025-04-03,849088260,breakfix,Wireless Headset Cushion,WH-08201876A8,Wireless Headset Cushion,WH-BC3F4317F0,HOST-7636,hardware,Physical damage
2025-08-02,282466834,new joiner,Dell Laptop X12 Model,LAP-D16E3FBDA3,Dell Laptop X12 Model,LAP-944EC89756,HOST-8538,software,Device not powering on
2024-11-03,520639451,breakfix,Dell Laptop X12 Model,LAP-1AE8550D66,Dell Laptop X12 Model,LAP-BA0E97A65A,HOST-4986,software,User requested replacement
2024-12-10,885963005,new joiner,HP Book 2.0 Model,LAP-9D6260120E,HP Book 2.0 Model,LAP-06E9D56D41,HOST-2288,software,Physical damage
2025-02-11,822977979,breakfix,HP Book 2.0 Model,LAP-5B777F5DF9,HP Book 2.0 Model,LAP-2BDB43DA8E,HOST-6456,hardware,Device not powering on
2024-08-20,279170491,new joiner,HP Book 2.0 Model,LAP-EBE001744C,HP Book 2.0 Model,LAP-EBBB09D3C8,HOST-2868,hardware,Physical damage
2025-01-30,144097647,new joiner,JBL Wireless Headset,WH-9FB997D34C,JBL Wireless Headset,WH-D0A1F2FFA4,HOST-3419,hardware,Device not powering on
2025-08-28,485132332,transfer,Wireless Headset Cushion,WH-327E773A04,Wireless Headset Cushion,WH-FCCC60980F,HOST-4232,hardware,User requested replacement
2025-08-21,211779101,new joiner,HP Book 2.0 Model,LAP-27F7BCF3C5,HP Book 2.0 Model,LAP-C0E1B37DD1,HOST-2234,hardware,OS corruption
2024-10-06,507407714,new joiner,Wireless Headset Cushion,WH-213E92B2D7,Wireless Headset Cushion,WH-288582B3D1,HOST-8354,software,Physical damage
2025-08-23,792377512,transfer,HP Book 2.0 Model,LAP-B92B506A84,HP Book 2.0 Model,LAP-3F338C2A50,HOST-2118,software,OS corruption
2024-04-18,341712209,transfer,Dell Laptop X12 Model,LAP-F279D05FE3,Dell Laptop X12 Model,LAP-6911F8A4FB,HOST-5500,hardware,Physical damage
2024-08-23,443152572,breakfix,HP Book 2.0 Model,LAP-A02110C7E5,HP Book 2.0 Model,LAP-5CD3476776,HOST-6085,software,OS corruption
2025-12-17,325177291,breakfix,JBL Wireless Headset,WH-942DC58682,JBL Wireless Headset,WH-C5F5BBA31C,HOST-7041,software,Device not powering on
2024-04-04,861442766,breakfix,HP Book 2.0 Model,LAP-16E7FE60CD,HP Book 2.0 Model,LAP-808CC613EA,HOST-9307,software,OS corruption
2024-06-09,288191943,new joiner,JBL Wireless Headset,WH-D9DFA608BB,JBL Wireless Headset,WH-66BFC59563,HOST-1672,software,User requested replacement
2024-03-28,541156077,breakfix,HP Book 2.0 Model,LAP-116818C214,HP Book 2.0 Model,LAP-0C04C8864C,HOST-6267,software,User requested replacement
2025-08-23,587516124,breakfix,Dell Laptop X12 Model,LAP-54F4B7F5B3,Dell Laptop X12 Model,LAP-3D0644DDFE,HOST-8381,hardware,Physical damage
2025-10-30,424945099,new joiner,JBL Wireless Headset,WH-74A94727F0,JBL Wireless Headset,WH-319DF8C9C5,HOST-3827,hardware,Performance issue
2024-01-31,441511874,transfer,Wireless Headset Cushion,WH-E55195C7BC,Wireless Headset Cushion,WH-907FBC0D00,HOST-8199,hardware,Physical damage
2025-01-08,203950725,transfer,JBL Wireless Headset,WH-322FBC0988,JBL Wireless Headset,WH-FD45227618,HOST-7347,software,Physical damage
2024-02-29,977721640,new joiner,Dell Laptop X12 Model,LAP-7BED00C1EB,Dell Laptop X12 Model,LAP-4143088D90,HOST-1857,software,Device not powering on
2025-02-21,221057584,breakfix,HP Book 2.0 Model,LAP-31CA4556C6,HP Book 2.0 Model,LAP-2CBE456B40,HOST-7333,software,Physical damage
2024-03-23,210037068,new joiner,HP Book 2.0 Model,LAP-F00A2D072B,HP Book 2.0 Model,LAP-358016BC15,HOST-3463,software,Device not powering on
2024-06-07,574707201,new joiner,MacBook M2 Model,LAP-F784CD1CC7,MacBook M2 Model,LAP-A048D6D658,HOST-3317,software,Physical damage
2024-03-24,259277073,new joiner,Dell Laptop X12 Model,LAP-30D74A79DF,Dell Laptop X12 Model,LAP-D0F9A840B8,HOST-7421,hardware,User requested replacement
2024-01-30,276218805,breakfix,JBL Wireless Headset,WH-8EDDD93160,JBL Wireless Headset,WH-DF1AE02550,HOST-6072,software,Physical damage
2025-09-16,465989408,new joiner,Dell Laptop X12 Model,LAP-9784CBE697,Dell Laptop X12 Model,LAP-CCEFA675EF,HOST-9624,hardware,OS corruption
2024-08-22,325177291,transfer,HP Book 2.0 Model,LAP-3B6ED367B0,HP Book 2.0 Model,LAP-0A95C11834,HOST-1298,software,Physical damage
