laptop_serial_number,laptop_model,status,end_of_life
LAP-8A66BF73C1,Dell Laptop X12 Model,issued,yes
LAP-D70233F8B7,HP Book 2.0 Model,issued,no
LAP-0BA46B0568,HP Book 2.0 Model,issued,
LAP-B36B2D23EA,Dell Laptop X12 Model,issued,
LAP-E6D689DBB3,HP Book 2.0 Model,issued,yes
LAP-9439F59653,HP Book 2.0 Model,issued,
LAP-22C14FC210,HP Book 2.0 Model,issued,
LAP-1F0FD10FED,HP Book 2.0 Model,issued,yes
LAP-4570ED862D,HP Book 2.0 Model,issued,n/a
LAP-3C4A42E99F,HP Book 2.0 Model,issued,n/a
LAP-BF99AE6F24,HP Book 2.0 Model,issued,
LAP-0D5295D33C,Dell Laptop X12 Model,issued,
LAP-13327AE8CE,HP Book 2.0 Model,issued,no
LAP-1E234EFBA0,HP Book 2.0 Model,issued,
LAP-0DF34BCAD9,Dell Laptop X12 Model,issued,no
LAP-AFF1736AFE,Dell Laptop X12 Model,issued,n/a
LAP-86062E6318,HP Book 2.0 Model,issued,
LAP-DD6786935C,HP Book 2.0 Model,issued,
LAP-8A16E9971E,HP Book 2.0 Model,issued,yes
LAP-9D82ECBCA7,Dell Laptop X12 Model,issued,
LAP-C3E873B87E,Dell Laptop X12 Model,issued,n/a
LAP-4B1CF38A35,Dell Laptop X12 Model,issued,
LAP-8CE3C969E1,Dell Laptop X12 Model,issued,no
LAP-520A05A4AD,HP Book 2.0 Model,issued,
LAP-21F7978FA3,HP Book 2.0 Model,issued,no
LAP-CC536F91DD,HP Book 2.0 Model,issued,yes
LAP-EC2CD73FFF,Dell Laptop X12 Model,issued,
LAP-3440DD2D47,HP Book 2.0 Model,issued,yes
LAP-1897F45D7F,HP Book 2.0 Model,issued,yes
LAP-5123407BCD,HP Book 2.0 Model,issued,
LAP-D0C2D36833,HP Book 2.0 Model,issued,no
LAP-5F7D5702A9,Dell Laptop X12 Model,issued,
LAP-A976D0A168,HP Book 2.0 Model,issued,no
LAP-729BB7C57D,HP Book 2.0 Model,issued,yes
LAP-7C1D716773,Dell Laptop X12 Model,issued,n/a
LAP-32420E76A7,HP Book 2.0 Model,issued,
LAP-5A3E660E0D,Dell Laptop X12 Model,issued,n/a
LAP-E06400D830,HP Book 2.0 Model,issued,no
LAP-5F7E21E368,HP Book 2.0 Model,issued,
LAP-90D9F16C73,HP Book 2.0 Model,issued,n/a
LAP-B2198A4869,HP Book 2.0 Model,issued,n/a
LAP-1641941F1A,Dell Laptop X12 Model,issued,
LAP-29FBA85D59,Dell Laptop X12 Model,issued,n/a
LAP-DD806DC97C,HP Book 2.0 Model,issued,
LAP-F8ECE74342,Dell Laptop X12 Model,issued,n/a
LAP-F2278D8369,Dell Laptop X12 Model,issued,yes
LAP-AA4CCD2DF9,Dell Laptop X12 Model,issued,
LAP-708A1D8A91,HP Book 2.0 Model,issued,yes
LAP-F3C071B5C9,HP Book 2.0 Model,issued,yes
LAP-891E3C8A49,HP Book 2.0 Model,issued,n/a
LAP-5709485323,Dell Laptop X12 Model,issued,no
LAP-0A1EE6149C,Dell Laptop X12 Model,issued,yes
LAP-BC7CD7A32B,Dell Laptop X12 Model,issued,yes
LAP-4FEF426DF4,HP Book 2.0 Model,issued,yes
LAP-491838BDBA,HP Book 2.0 Model,issued,no
LAP-436B12BB3E,Dell Laptop X12 Model,issued,no
LAP-5716498306,HP Book 2.0 Model,issued,yes
LAP-5A09979BBF,Dell Laptop X12 Model,issued,no
LAP-37EB99F0E5,Dell Laptop X12 Model,issued,no
LAP-FAE6E0CDC8,HP Book 2.0 Model,issued,no
LAP-7A3DED01A9,Dell Laptop X12 Model,issued,
LAP-365EACF250,HP Book 2.0 Model,issued,yes
LAP-64CF38DE93,Dell Laptop X12 Model,issued,no
LAP-8FB779A102,HP Book 2.0 Model,issued,
LAP-18D3E8018D,Dell Laptop X12 Model,issued,n/a
LAP-C3A53F300E,HP Book 2.0 Model,issued,n/a
LAP-44B78512A9,Dell Laptop X12 Model,issued,no
LAP-F12EA3F483,Dell Laptop X12 Model,issued,yes
LAP-E17EF9BB34,Dell Laptop X12 Model,issued,no
LAP-0F61E741EB,Dell Laptop X12 Model,issued,n/a
LAP-80D4A35F3B,HP Book 2.0 Model,issued,yes
LAP-216AAAD48F,HP Book 2.0 Model,issued,yes
LAP-5D3B8B404C,HP Book 2.0 Model,issued,n/a
LAP-5C28A5E7CE,HP Book 2.0 Model,issued,
LAP-5D1F47BBAF,HP Book 2.0 Model,issued,
LAP-C979493F37,HP Book 2.0 Model,issued,no
LAP-D639A4B8AA,Dell Laptop X12 Model,issued,yes
LAP-6E0F2519FF,HP Book 2.0 Model,issued,no
LAP-4DEE7FDF7A,Dell Laptop X12 Model,issued,yes
LAP-45E243BAAD,HP Book 2.0 Model,issued,n/a
LAP-074C7D4555,Dell Laptop X12 Model,issued,yes
LAP-23478A4358,HP Book 2.0 Model,issued,yes
LAP-1161686AA4,HP Book 2.0 Model,issued,n/a
LAP-5397252DF6,HP Book 2.0 Model,issued,
LAP-B1B49C41A4,HP Book 2.0 Model,issued,n/a
LAP-4BF1CDF40E,HP Book 2.0 Model,issued,yes
LAP-CEB1F441A4,Dell Laptop X12 Model,issued,n/a
LAP-120E3A2DDE,HP Book 2.0 Model,issued,yes
LAP-91BE0FDA99,Dell Laptop X12 Model,issued,
LAP-1365E9202B,HP Book 2.0 Model,issued,
LAP-07E3EE866F,HP Book 2.0 Model,issued,yes
LAP-89772366AF,HP Book 2.0 Model,issued,
LAP-147EDE68FF,HP Book 2.0 Model,issued,n/a
LAP-F59648C254,Dell Laptop X12 Model,issued,
LAP-2944484FD5,HP Book 2.0 Model,issued,no
LAP-BF650E7F31,HP Book 2.0 Model,issued,
LAP-19B5E1D034,HP Book 2.0 Model,issued,no
LAP-6D38A832F9,Dell Laptop X12 Model,issued,n/a
LAP-0A098B6B78,Dell Laptop X12 Model,issued,
LAP-D4566F8DB3,HP Book 2.0 Model,issued,
LAP-999F358EFF,Dell Laptop X12 Model,issued,
LAP-9AB64C18E6,HP Book 2.0 Model,issued,n/a
LAP-AF120399AB,Dell Laptop X12 Model,issued,n/a
LAP-CBA431788E,HP Book 2.0 Model,issued,no
LAP-99611620B3,Dell Laptop X12 Model,issued,yes
LAP-52D66444B0,Dell Laptop X12 Model,issued,n/a
LAP-ED825F5579,HP Book 2.0 Model,issued,
LAP-B36B16DADE,HP Book 2.0 Model,issued,no
LAP-54A761EF11,HP Book 2.0 Model,issued,
LAP-37874AB7DA,Dell Laptop X12 Model,issued,
LAP-BC133400AB,HP Book 2.0 Model,issued,n/a
LAP-5190D707B4,HP Book 2.0 Model,issued,yes
LAP-6BEA4EA38F,Dell Laptop X12 Model,issued,
LAP-0F0CA7069C,Dell Laptop X12 Model,issued,n/a
LAP-C56B61BB93,HP Book 2.0 Model,issued,no
LAP-F5875CB0A4,Dell Laptop X12 Model,issued,
LAP-80AA7B023F,Dell Laptop X12 Model,issued,no
LAP-D3FD233BCF,HP Book 2.0 Model,issued,n/a
LAP-1407E67021,HP Book 2.0 Model,issued,n/a
LAP-E18D99C305,Dell Laptop X12 Model,issued,n/a
LAP-7B99955020,Dell Laptop X12 Model,issued,n/a
LAP-5AF6D39804,HP Book 2.0 Model,issued,n/a
LAP-AB44E3ADD3,HP Book 2.0 Model,issued,yes
LAP-30BC487E6A,Dell Laptop X12 Model,issued,no
LAP-511C4F0298,Dell Laptop X12 Model,issued,yes
LAP-495DDDAF30,HP Book 2.0 Model,issued,no
LAP-F8C3076203,HP Book 2.0 Model,issued,
LAP-A2A1939FC7,HP Book 2.0 Model,issued,
LAP-A4F6478897,HP Book 2.0 Model,issued,no
LAP-FEEAEDDA0B,HP Book 2.0 Model,issued,
LAP-8EF82A3126,HP Book 2.0 Model,issued,
LAP-661430CCC4,Dell Laptop X12 Model,issued,
LAP-A2E4DA8CBD,HP Book 2.0 Model,issued,yes
LAP-8B5ECAB9F1,Dell Laptop X12 Model,issued,yes
LAP-9F2B43FBB9,Dell Laptop X12 Model,issued,n/a
LAP-5A4E221EFE,HP Book 2.0 Model,issued,no
LAP-092861EF6D,HP Book 2.0 Model,issued,
LAP-9E9B6C3177,HP Book 2.0 Model,issued,no
LAP-878B9BE793,Dell Laptop X12 Model,issued,n/a
LAP-6ABA7F1558,Dell Laptop X12 Model,issued,n/a
LAP-892BF920BA,HP Book 2.0 Model,issued,
LAP-65C8BF7646,Dell Laptop X12 Model,issued,n/a
LAP-5057B32376,HP Book 2.0 Model,issued,
LAP-2DFF192E71,Dell Laptop X12 Model,issued,n/a
LAP-63A699F0CD,HP Book 2.0 Model,issued,n/a
LAP-4B7F7841DF,Dell Laptop X12 Model,issued,
LAP-F687E5A5E1,HP Book 2.0 Model,issued,n/a
LAP-9DDB982D76,Dell Laptop X12 Model,issued,n/a
LAP-77BE30E100,HP Book 2.0 Model,issued,n/a
LAP-BFCAA8904A,HP Book 2.0 Model,issued,no
LAP-205776F797,Dell Laptop X12 Model,issued,yes
LAP-869B5C1E0C,HP Book 2.0 Model,issued,no
LAP-34F86BBDE3,HP Book 2.0 Model,issued,n/a
LAP-0988E5D6F3,HP Book 2.0 Model,issued,yes
LAP-7D5947004B,Dell Laptop X12 Model,issued,no
LAP-B3521A17D1,HP Book 2.0 Model,issued,no
LAP-BF87FD663A,HP Book 2.0 Model,issued,no
LAP-3A1BB5B85E,HP Book 2.0 Model,issued,
LAP-47541AB6DD,Dell Laptop X12 Model,issued,n/a
LAP-FCC70607A4,Dell Laptop X12 Model,issued,n/a
LAP-952E2C032E,HP Book 2.0 Model,issued,yes
LAP-530F5C2391,HP Book 2.0 Model,issued,no
LAP-0D6ABEA67C,HP Book 2.0 Model,issued,n/a
LAP-A552B6777B,HP Book 2.0 Model,issued,no
LAP-F0F0A72B11,HP Book 2.0 Model,issued,n/a
LAP-CB5E99CB3E,Dell Laptop X12 Model,issued,no
LAP-8E0B8415BF,Dell Laptop X12 Model,issued,n/a
LAP-AD1A44A604,HP Book 2.0 Model,issued,yes
LAP-C80C55C0F0,HP Book 2.0 Model,issued,no
LAP-FD257B6C7B,HP Book 2.0 Model,issued,n/a
LAP-B3EFE0B98E,Dell Laptop X12 Model,issued,yes
LAP-CB4CD5407A,HP Book 2.0 Model,issued,yes
LAP-1920B10C1F,HP Book 2.0 Model,issued,n/a
LAP-3F1A9F0F66,HP Book 2.0 Model,issued,no
LAP-C600E11374,HP Book 2.0 Model,issued,
LAP-648B948586,Dell Laptop X12 Model,issued,yes
LAP-91D4068DA0,HP Book 2.0 Model,issued,yes
LAP-9DF31B0EA7,HP Book 2.0 Model,issued,n/a
LAP-43670331B1,HP Book 2.0 Model,issued,
LAP-1A7326F59C,HP Book 2.0 Model,issued,
LAP-30B303B795,HP Book 2.0 Model,issued,
LAP-1F3205AD41,Dell Laptop X12 Model,issued,n/a
LAP-FF71BC94E4,HP Book 2.0 Model,issued,no
LAP-D77747CF1B,Dell Laptop X12 Model,issued,yes
LAP-4AE4A09437,Dell Laptop X12 Model,issued,n/a
LAP-3590999D21,HP Book 2.0 Model,issued,
LAP-7B23C1C9EF,Dell Laptop X12 Model,issued,yes
LAP-0DF68D095C,Dell Laptop X12 Model,issued,yes
LAP-7A04C5C0E0,HP Book 2.0 Model,issued,
LAP-9158AB6466,HP Book 2.0 Model,issued,
LAP-DCE3FD0AE7,HP Book 2.0 Model,issued,yes
LAP-1AE15E32B5,HP Book 2.0 Model,issued,yes
LAP-85BA12D16F,Dell Laptop X12 Model,issued,no
LAP-715DF2316B,HP Book 2.0 Model,issued,no
LAP-7BF99EC8A6,Dell Laptop X12 Model,issued,n/a
LAP-6385F9743B,HP Book 2.0 Model,issued,yes
LAP-19B9A8D598,HP Book 2.0 Model,issued,no
LAP-9AA8C0750C,HP Book 2.0 Model,issued,yes
LAP-CBC1B71F89,HP Book 2.0 Model,issued,
LAP-C40EF0CC70,Dell Laptop X12 Model,issued,no
LAP-EAA7A42B87,Dell Laptop X12 Model,issued,
LAP-7F3B9DD8B3,Dell Laptop X12 Model,issued,
LAP-822B3ABA4E,HP Book 2.0 Model,issued,
LAP-0778659E2B,HP Book 2.0 Model,issued,n/a
LAP-856241E9B7,HP Book 2.0 Model,issued,
LAP-183C251862,Dell Laptop X12 Model,issued,n/a
LAP-9AAFB6A916,Dell Laptop X12 Model,issued,yes
LAP-18432FDA1C,Dell Laptop X12 Model,issued,yes
LAP-770D6EC9B9,Dell Laptop X12 Model,issued,no
LAP-36CA8C4BA3,HP Book 2.0 Model,issued,no
LAP-5A4393DA2A,HP Book 2.0 Model,issued,n/a
LAP-5448FFEC50,Dell Laptop X12 Model,issued,yes
LAP-D968B2909F,Dell Laptop X12 Model,issued,no
LAP-E821D6FFA5,Dell Laptop X12 Model,issued,no
LAP-7340CD0A75,HP Book 2.0 Model,issued,no
LAP-6A4D194EA1,HP Book 2.0 Model,issued,yes
LAP-3DEA6722FE,Dell Laptop X12 Model,issued,no
LAP-FF4B0AC6AE,HP Book 2.0 Model,issued,yes
LAP-0B7C3DFC23,HP Book 2.0 Model,issued,
LAP-9CD1D3A14A,HP Book 2.0 Model,issued,
LAP-E3B439ECF2,Dell Laptop X12 Model,issued,
LAP-0DD08AAD50,HP Book 2.0 Model,issued,n/a
LAP-2CA32B5F61,Dell Laptop X12 Model,issued,yes
LAP-012BCB69DB,Dell Laptop X12 Model,issued,no
LAP-289D541B2C,Dell Laptop X12 Model,issued,n/a
LAP-1102382759,HP Book 2.0 Model,issued,n/a
LAP-8B0310D094,Dell Laptop X12 Model,issued,
LAP-9E74B7DC5A,HP Book 2.0 Model,issued,yes
LAP-7B631A49A0,Dell Laptop X12 Model,issued,no
LAP-40CCE77814,HP Book 2.0 Model,issued,n/a
LAP-CE8F0DA6DF,Dell Laptop X12 Model,issued,no
LAP-ABFC749298,HP Book 2.0 Model,issued,
LAP-B79672ADA9,Dell Laptop X12 Model,issued,yes
LAP-8BE21A370B,HP Book 2.0 Model,issued,no
LAP-8988D1D15D,HP Book 2.0 Model,issued,no
LAP-7A934F4950,HP Book 2.0 Model,issued,n/a
LAP-A684D0E2DB,Dell Laptop X12 Model,issued,no
LAP-F5E98CBE38,HP Book 2.0 Model,issued,yes
LAP-7B416FA2B4,Dell Laptop X12 Model,issued,yes
LAP-7D74F2EEF9,HP Book 2.0 Model,issued,no
LAP-8D7FD23998,Dell Laptop X12 Model,issued,n/a
LAP-F53C8AF00F,Dell Laptop X12 Model,issued,n/a
LAP-B5C8986F1F,HP Book 2.0 Model,issued,
LAP-DAAE981AEF,HP Book 2.0 Model,issued,yes
LAP-28B98E20B6,HP Book 2.0 Model,issued,
LAP-AA8D111266,HP Book 2.0 Model,issued,n/a
LAP-D01063F4B1,HP Book 2.0 Model,issued,
LAP-3C2D9862A4,HP Book 2.0 Model,issued,n/a
LAP-02A3AF1C14,HP Book 2.0 Model,issued,
LAP-4E87722684,Dell Laptop X12 Model,issued,
LAP-055E6BB180,HP Book 2.0 Model,issued,yes
LAP-F78F0214A8,HP Book 2.0 Model,issued,yes
LAP-CAF95BCE0F,Dell Laptop X12 Model,issued,
LAP-A8DE0F132E,HP Book 2.0 Model,issued,n/a
LAP-33F0722583,Dell Laptop X12 Model,issued,n/a
LAP-E1C9EFEF5F,HP Book 2.0 Model,issued,yes
LAP-AA833F2A6D,HP Book 2.0 Model,issued,yes
LAP-6E9F755D65,HP Book 2.0 Model,issued,no
LAP-7E65209150,HP Book 2.0 Model,issued,yes
LAP-2203A1DBB4,HP Book 2.0 Model,issued,n/a
LAP-4A7754EA3F,HP Book 2.0 Model,issued,yes
LAP-809086D5E6,HP Book 2.0 Model,issued,no
LAP-692D6A30C2,HP Book 2.0 Model,issued,
LAP-9177955C7C,HP Book 2.0 Model,issued,
LAP-3960B26EE6,HP Book 2.0 Model,issued,n/a
LAP-F9E05C9532,HP Book 2.0 Model,issued,no
LAP-E587184032,Dell Laptop X12 Model,issued,
LAP-A66B9A4D1D,Dell Laptop X12 Model,issued,
LAP-658E3D1B4A,HP Book 2.0 Model,issued,yes
LAP-AEF348A14D,Dell Laptop X12 Model,issued,
LAP-480A3F8E8C,HP Book 2.0 Model,issued,n/a
LAP-BF8A3A7B68,Dell Laptop X12 Model,issued,
LAP-E725A2AE00,Dell Laptop X12 Model,issued,n/a
LAP-07895FD9BD,HP Book 2.0 Model,issued,n/a
LAP-3B0528FBBC,HP Book 2.0 Model,issued,yes
LAP-B7C8AE7B36,HP Book 2.0 Model,issued,no
LAP-477DB207A5,HP Book 2.0 Model,issued,n/a
LAP-1003A5B027,Dell Laptop X12 Model,issued,
LAP-69508E14A0,HP Book 2.0 Model,issued,
LAP-807507B999,HP Book 2.0 Model,issued,n/a
LAP-914020C13D,HP Book 2.0 Model,issued,
LAP-313A84399B,HP Book 2.0 Model,issued,yes
LAP-17B669B19A,Dell Laptop X12 Model,issued,
LAP-494BAB2C3F,Dell Laptop X12 Model,issued,yes
LAP-51805B3231,HP Book 2.0 Model,issued,n/a
LAP-45CAE72128,Dell Laptop X12 Model,issued,n/a
LAP-CED093A291,HP Book 2.0 Model,issued,n/a
LAP-C64968FF23,Dell Laptop X12 Model,issued,yes
LAP-C5996B83C6,HP Book 2.0 Model,issued,
LAP-FDED8BE276,HP Book 2.0 Model,issued,yes
LAP-DBA4548D35,HP Book 2.0 Model,issued,
LAP-D19B297DAE,Dell Laptop X12 Model,issued,
LAP-B6D8B642BD,HP Book 2.0 Model,issued,yes
LAP-DE78F14907,Dell Laptop X12 Model,issued,no
LAP-9E47D62CEF,Dell Laptop X12 Model,issued,n/a
LAP-70A683BBF4,HP Book 2.0 Model,issued,
LAP-B5D3EC9166,Dell Laptop X12 Model,issued,
LAP-E5DB2ED7F3,Dell Laptop X12 Model,issued,yes
LAP-E33132653B,Dell Laptop X12 Model,issued,no
LAP-AF73729DFD,Dell Laptop X12 Model,issued,n/a
LAP-AAF3880002,HP Book 2.0 Model,issued,no
LAP-2C76943AD7,Dell Laptop X12 Model,issued,n/a
LAP-CC117749EA,Dell Laptop X12 Model,issued,
LAP-33ED4A007A,Dell Laptop X12 Model,issued,
LAP-4A5114C5C8,HP Book 2.0 Model,issued,yes
LAP-EF7FFE7661,HP Book 2.0 Model,issued,yes
LAP-94B34BF227,HP Book 2.0 Model,issued,no
LAP-723971C846,HP Book 2.0 Model,issued,no
LAP-53C885F1D1,HP Book 2.0 Model,issued,n/a
LAP-4445E6262B,HP Book 2.0 Model,issued,yes
LAP-118C45697D,HP Book 2.0 Model,issued,
LAP-92C78F5EBB,Dell Laptop X12 Model,issued,yes
LAP-1BA625B48D,HP Book 2.0 Model,issued,no
LAP-0DE08C85FD,Dell Laptop X12 Model,issued,yes
LAP-0DB87EAA5C,HP Book 2.0 Model,issued,
LAP-B34B3B241F,Dell Laptop X12 Model,issued,yes
LAP-2050B0133C,HP Book 2.0 Model,issued,no
LAP-CEB4BB5FA9,HP Book 2.0 Model,issued,
LAP-A640CA2043,Dell Laptop X12 Model,issued,n/a
LAP-4D41AA9B65,Dell Laptop X12 Model,issued,n/a
LAP-F0918EE2C2,Dell Laptop X12 Model,issued,
LAP-8CF19E343F,HP Book 2.0 Model,issued,
LAP-665A48AEBB,Dell Laptop X12 Model,issued,
LAP-3ABBD812F2,HP Book 2.0 Model,issued,no
LAP-355CB58192,HP Book 2.0 Model,issued,
LAP-447AEBC0EA,Dell Laptop X12 Model,issued,no
LAP-CCC9BCF256,HP Book 2.0 Model,issued,
LAP-5D752D86FE,HP Book 2.0 Model,issued,no
LAP-A011AF4A5D,HP Book 2.0 Model,issued,no
LAP-2021CF8582,Dell Laptop X12 Model,issued,yes
LAP-755A9A3A8F,HP Book 2.0 Model,issued,n/a
LAP-62E8030FDF,HP Book 2.0 Model,issued,
LAP-C97B615FD5,HP Book 2.0 Model,issued,n/a
LAP-837BB94A87,Dell Laptop X12 Model,issued,n/a
LAP-BB68726693,HP Book 2.0 Model,issued,yes
LAP-2A10F1A0E4,Dell Laptop X12 Model,issued,n/a
LAP-7C568784DF,HP Book 2.0 Model,issued,n/a
LAP-E7EE17E72B,Dell Laptop X12 Model,issued,
LAP-7B72E9706C,Dell Laptop X12 Model,issued,no
LAP-1CC51D3F11,HP Book 2.0 Model,issued,
LAP-8A61D910DE,HP Book 2.0 Model,issued,
LAP-388927AB0D,HP Book 2.0 Model,issued,n/a
LAP-4AB256832F,Dell Laptop X12 Model,issued,n/a
LAP-6644E80277,HP Book 2.0 Model,issued,
LAP-CA2579AA18,HP Book 2.0 Model,issued,
LAP-A7CE3C062F,Dell Laptop X12 Model,issued,n/a
LAP-6A9F8F7120,Dell Laptop X12 Model,issued,no
LAP-641C05BCCD,HP Book 2.0 Model,issued,no
LAP-A9AB9B4180,Dell Laptop X12 Model,issued,
LAP-79D7EA0E0A,Dell Laptop X12 Model,issued,no
LAP-4ABA8B04D8,HP Book 2.0 Model,issued,
LAP-4DD55F6043,Dell Laptop X12 Model,issued,yes
LAP-520778BA8A,Dell Laptop X12 Model,issued,n/a
LAP-53B9965300,Dell Laptop X12 Model,issued,
LAP-36A3AE2D83,Dell Laptop X12 Model,issued,
LAP-5E388464D5,Dell Laptop X12 Model,issued,
LAP-285BF2579C,Dell Laptop X12 Model,issued,no
LAP-E97FA7456D,HP Book 2.0 Model,issued,
LAP-0294ABE76F,Dell Laptop X12 Model,issued,yes
LAP-B16CD13124,HP Book 2.0 Model,issued,no
LAP-3038296556,HP Book 2.0 Model,issued,n/a
LAP-7C62C63A5A,HP Book 2.0 Model,issued,yes
LAP-5A09A11066,Dell Laptop X12 Model,issued,
LAP-E203A61FB5,Dell Laptop X12 Model,issued,yes
LAP-DE5C256ED1,HP Book 2.0 Model,issued,
LAP-54B87375D8,HP Book 2.0 Model,issued,yes
LAP-16F6749E84,Dell Laptop X12 Model,issued,no
LAP-5D842BAC7A,HP Book 2.0 Model,issued,
LAP-187D138DDE,Dell Laptop X12 Model,issued,no
LAP-65487127D6,Dell Laptop X12 Model,issued,yes
LAP-20FAD06977,Dell Laptop X12 Model,issued,
LAP-1A8FEF38B0,HP Book 2.0 Model,issued,n/a
LAP-6309C12FAC,HP Book 2.0 Model,issued,n/a
LAP-A4A43438F6,Dell Laptop X12 Model,issued,
LAP-C21C949884,HP Book 2.0 Model,issued,yes
LAP-821D3CE4AE,HP Book 2.0 Model,issued,n/a
LAP-D8BB5B0F32,Dell Laptop X12 Model,issued,
LAP-090C3675FE,Dell Laptop X12 Model,issued,n/a
LAP-33A936434C,Dell Laptop X12 Model,issued,
LAP-78AD027AD5,HP Book 2.0 Model,issued,yes
LAP-A636D7D1EE,Dell Laptop X12 Model,issued,yes
LAP-C99F69818A,HP Book 2.0 Model,issued,no
LAP-C1045CE7D5,Dell Laptop X12 Model,issued,n/a
LAP-2ACF803539,Dell Laptop X12 Model,issued,no
LAP-E0A806F797,Dell Laptop X12 Model,issued,yes
LAP-6DAAB083AA,HP Book 2.0 Model,issued,
LAP-C1F7670934,HP Book 2.0 Model,issued,yes
LAP-6AD6CFC273,Dell Laptop X12 Model,issued,yes
LAP-6B710D335B,HP Book 2.0 Model,issued,
LAP-601B319FD8,HP Book 2.0 Model,issued,no
LAP-AC1A44312F,Dell Laptop X12 Model,issued,n/a
LAP-870CEBABA9,Dell Laptop X12 Model,issued,yes
LAP-F98AC5DFA8,HP Book 2.0 Model,issued,yes
LAP-D04414F812,HP Book 2.0 Model,issued,n/a
LAP-72C8BA3310,HP Book 2.0 Model,issued,yes
LAP-D23A13C951,HP Book 2.0 Model,issued,n/a
LAP-F505782373,Dell Laptop X12 Model,issued,n/a
LAP-29D71CEE74,Dell Laptop X12 Model,issued,n/a
LAP-3A5D3A7A0D,HP Book 2.0 Model,issued,
LAP-3EBB900B6F,HP Book 2.0 Model,issued,no
LAP-3D703995D7,Dell Laptop X12 Model,issued,no
LAP-0B7FA73ECF,HP Book 2.0 Model,issued,
LAP-66CE2CBFA8,Dell Laptop X12 Model,issued,no
LAP-20087D202C,Dell Laptop X12 Model,issued,no
LAP-B6FF025C8A,HP Book 2.0 Model,issued,no
LAP-4EC311BC65,Dell Laptop X12 Model,issued,yes
LAP-DCDE5AFE30,HP Book 2.0 Model,issued,
LAP-210C467BDC,Dell Laptop X12 Model,issued,no
LAP-B1237B42D2,Dell Laptop X12 Model,issued,
LAP-4F9E2A0A77,Dell Laptop X12 Model,issued,no
LAP-CF647D477C,HP Book 2.0 Model,issued,no
LAP-8ED419BA54,Dell Laptop X12 Model,issued,
LAP-F8594D4020,HP Book 2.0 Model,issued,n/a
LAP-F6D0254C95,HP Book 2.0 Model,issued,
LAP-92BDA749D1,Dell Laptop X12 Model,issued,n/a
LAP-04C0EBDD1A,HP Book 2.0 Model,issued,yes
LAP-B73161D801,Dell Laptop X12 Model,issued,
LAP-8D80B994A9,Dell Laptop X12 Model,issued,n/a
LAP-3009C1F72E,HP Book 2.0 Model,issued,no
LAP-08584964A8,HP Book 2.0 Model,issued,yes
LAP-721708A3F3,HP Book 2.0 Model,issued,
LAP-8BA34A50AC,HP Book 2.0 Model,issued,n/a
LAP-CA768EF63B,HP Book 2.0 Model,issued,n/a
LAP-E9549FAE88,HP Book 2.0 Model,issued,
LAP-EA942F59F5,HP Book 2.0 Model,issued,n/a
LAP-7AF0272F84,HP Book 2.0 Model,issued,
LAP-05F742459E,Dell Laptop X12 Model,issued,n/a
LAP-088642E192,Dell Laptop X12 Model,issued,no
LAP-0B1BBC7220,Dell Laptop X12 Model,issued,
LAP-C52F30D166,HP Book 2.0 Model,issued,
LAP-9C8BC045F5,HP Book 2.0 Model,issued,yes
LAP-56FA35FDE7,HP Book 2.0 Model,issued,no
LAP-155B02FB5A,Dell Laptop X12 Model,issued,
LAP-E07C92A0CE,HP Book 2.0 Model,issued,n/a
LAP-3BCB8B81DD,Dell Laptop X12 Model,issued,n/a
LAP-0ABFA1FDE3,HP Book 2.0 Model,issued,n/a
LAP-88F5D48EB7,Dell Laptop X12 Model,issued,yes
LAP-D4542A7DCF,HP Book 2.0 Model,issued,
LAP-F7CBA5796F,HP Book 2.0 Model,issued,n/a
LAP-082DAE3649,HP Book 2.0 Model,issued,yes
LAP-D0545A0EF1,Dell Laptop X12 Model,issued,yes
LAP-F90D42C2D3,HP Book 2.0 Model,issued,
LAP-0ED0CB78F8,HP Book 2.0 Model,issued,n/a
LAP-5C3ACCF33F,HP Book 2.0 Model,issued,no
LAP-E2BD16CD36,Dell Laptop X12 Model,issued,n/a
LAP-15A6A4ABB0,HP Book 2.0 Model,issued,no
LAP-DBDC37F478,HP Book 2.0 Model,issued,no
LAP-A50429D56E,Dell Laptop X12 Model,issued,n/a
LAP-466FB078FF,HP Book 2.0 Model,issued,no
LAP-3D21AA3D9F,Dell Laptop X12 Model,issued,yes
LAP-831CDF606D,Dell Laptop X12 Model,issued,yes
LAP-D33D61A24E,Dell Laptop X12 Model,issued,n/a
LAP-71A6165641,Dell Laptop X12 Model,issued,
LAP-2D9C04E6D0,Dell Laptop X12 Model,issued,yes
LAP-B4A8509DB8,Dell Laptop X12 Model,issued,n/a
LAP-A2238874B0,HP Book 2.0 Model,issued,no
LAP-AED768473D,HP Book 2.0 Model,issued,yes
LAP-D586E44EF7,HP Book 2.0 Model,issued,n/a
LAP-FA19BCE476,HP Book 2.0 Model,issued,n/a
LAP-C49428C96D,HP Book 2.0 Model,issued,
LAP-93AC41DBF7,Dell Laptop X12 Model,issued,no
LAP-A2A3C5FC4A,Dell Laptop X12 Model,issued,no
LAP-BFAC447DA0,HP Book 2.0 Model,issued,no
LAP-670C3BBA0D,Dell Laptop X12 Model,issued,n/a
LAP-1A636EBFEF,Dell Laptop X12 Model,issued,n/a
